user,time slot,region,ground truth,sensing traffic,prediction,noise(pp)
51,56,6,240.0,240,241,0.0
51,89,14,96.0,96,75,0.0
51,66,17,0.0,0,0,0.0
51,6,13,194.0,194,174,0.0
51,81,4,6.0,6,9,0.0
51,105,25,45.0,45,39,0.0
51,94,22,102.0,102,102,0.0
51,41,28,14.0,14,17,0.0
51,91,27,99.0,99,75,0.0
51,13,19,83.0,83,60,0.0
51,19,24,96.0,96,92,0.0
51,9,29,7.0,7,6,0.0
51,114,23,24.0,24,29,0.0
51,14,16,72.0,72,77,0.0
51,98,6,199.0,199,161,0.0
51,37,5,57.0,57,70,0.0
51,12,4,76.0,76,77,0.0
51,54,5,115.0,115,105,0.0
51,69,5,86.0,86,81,0.0
51,5,31,0.0,0,1,0.0
51,17,4,65.0,65,75,0.0
51,103,20,194.0,194,181,0.0
51,63,9,256.0,256,294,0.0
51,74,5,48.0,48,32,0.0
51,83,25,25.0,25,23,0.0
51,16,17,0.0,0,1,0.0
51,27,1,36.0,36,28,0.0
51,32,31,0.0,0,0,0.0
51,70,22,81.0,81,101,0.0
51,1,17,1.0,1,1,0.0
52,93,31,0.0,0,1,0.0
52,98,2,44.0,44,54,0.0
52,20,13,153.0,153,118,0.0
52,30,1,12.0,12,14,0.0
52,19,28,14.0,14,19,0.0
52,59,12,37.0,37,38,0.0
52,54,6,251.0,251,309,0.0
52,23,8,115.0,115,114,0.0
52,16,10,187.0,187,179,0.0
52,58,20,235.0,235,245,0.0
52,95,4,51.0,51,62,0.0
52,49,11,74.0,74,78,0.0
52,113,7,83.0,83,97,0.0
52,88,4,56.0,56,56,0.0
52,67,29,5.0,5,5,0.0
52,73,8,61.0,61,72,0.0
52,77,22,16.0,16,26,0.0
52,81,29,0.0,0,1,0.0
52,24,18,72.0,72,70,0.0
52,15,18,152.0,152,161,0.0
52,28,24,11.0,11,14,0.0
52,101,30,40.0,40,43,0.0
52,61,19,50.0,50,54,0.0
52,92,0,43.0,43,40,0.0
52,89,5,87.0,87,96,0.0
52,13,7,232.0,232,209,0.0
52,76,25,10.0,10,11,0.0
52,46,6,331.0,331,301,0.0
52,103,22,87.0,87,92,0.0
52,62,2,65.0,65,81,0.0
53,44,21,171.0,171,173,0.0
53,76,28,7.0,7,3,0.0
53,5,31,0.0,0,1,0.0
53,51,20,334.0,334,369,0.0
53,105,13,133.0,133,93,0.0
53,1,23,54.0,54,59,0.0
53,37,4,42.0,42,56,0.0
53,108,1,60.0,60,51,0.0
53,61,5,78.0,78,83,0.0
53,96,4,46.0,46,59,0.0
53,101,8,123.0,123,130,0.0
53,30,4,8.0,8,10,0.0
53,59,12,37.0,37,38,0.0
53,11,2,69.0,69,91,0.0
53,19,28,14.0,14,19,0.0
53,35,6,73.0,73,68,0.0
53,107,19,20.0,20,38,0.0
53,9,6,273.0,273,281,0.0
53,6,18,218.0,218,224,0.0
53,81,8,22.0,22,21,0.0
53,33,10,24.0,24,29,0.0
53,28,21,31.0,31,32,0.0
53,65,21,166.0,166,159,0.0
53,27,8,26.0,26,36,0.0
53,77,8,21.0,21,27,0.0
53,94,25,47.0,47,51,0.0
53,97,4,71.0,71,55,0.0
53,41,13,150.0,150,153,0.0
53,22,18,129.0,129,111,0.0
53,0,29,5.0,5,6,0.0
54,75,13,35.0,35,38,0.0
54,39,27,74.0,74,83,0.0
54,57,21,175.0,175,141,0.0
54,1,29,5.0,5,6,0.0
54,117,29,3.0,3,2,0.0
54,44,23,94.0,94,73,0.0
54,98,12,40.0,40,34,0.0
54,77,10,25.0,25,26,0.0
54,65,4,66.0,66,74,0.0
54,106,3,44.0,44,30,0.0
54,28,25,12.0,12,7,0.0
54,9,3,60.0,60,72,0.0
54,68,14,85.0,85,81,0.0
54,61,11,87.0,87,78,0.0
54,49,15,106.0,106,110,0.0
54,88,19,65.0,65,62,0.0
54,56,26,117.0,117,121,0.0
54,84,23,34.0,34,39,0.0
54,0,15,109.0,109,108,0.0
54,71,1,64.0,64,85,0.0
54,26,17,0.0,0,0,0.0
54,63,16,58.0,58,73,0.0
54,23,31,0.0,0,0,0.0
54,110,9,195.0,195,160,0.0
54,11,28,11.0,11,14,0.0
54,78,30,5.0,5,6,0.0
54,104,14,80.0,80,54,0.0
54,92,1,57.0,57,57,0.0
54,113,6,112.0,112,106,0.0
54,8,29,8.0,8,8,0.0
55,113,0,35.0,35,34,0.0
55,4,20,462.0,462,439,0.0
55,96,12,59.0,59,38,0.0
55,41,22,134.0,134,141,0.0
55,89,17,0.0,0,1,0.0
55,115,30,19.0,19,32,0.0
55,15,12,37.0,37,44,0.0
55,14,7,198.0,198,209,0.0
55,66,18,97.0,97,126,0.0
55,116,17,0.0,0,1,0.0
55,90,10,132.0,132,141,0.0
55,78,3,5.0,5,11,0.0
55,1,25,62.0,62,67,0.0
55,42,31,0.0,0,1,0.0
55,25,12,18.0,18,12,0.0
55,76,18,31.0,31,28,0.0
55,35,14,39.0,39,44,0.0
55,36,17,0.0,0,1,0.0
55,39,10,171.0,171,166,0.0
55,48,16,74.0,74,88,0.0
55,105,17,1.0,1,2,0.0
55,65,6,225.0,225,231,0.0
55,17,22,110.0,110,142,0.0
55,58,11,43.0,43,62,0.0
55,94,2,56.0,56,54,0.0
55,91,28,17.0,17,11,0.0
55,80,5,12.0,12,16,0.0
55,61,0,52.0,52,50,0.0
55,88,0,34.0,34,33,0.0
55,74,4,18.0,18,24,0.0
56,94,4,63.0,63,61,0.0
56,19,15,64.0,64,73,0.0
56,20,16,71.0,71,56,0.0
56,35,21,93.0,93,98,0.0
56,41,13,150.0,150,153,0.0
56,52,15,90.0,90,105,0.0
56,113,1,53.0,53,45,0.0
56,61,17,0.0,0,1,0.0
56,103,9,201.0,201,175,0.0
56,87,1,59.0,59,58,0.0
56,39,14,92.0,92,80,0.0
56,2,2,96.0,96,107,0.0
56,119,16,2.0,2,20,0.0
56,102,8,128.0,128,132,0.0
56,108,30,30.0,30,32,0.0
56,21,3,74.0,74,74,0.0
56,13,16,90.0,90,75,0.0
56,101,25,47.0,47,41,0.0
56,48,13,171.0,171,158,0.0
56,6,15,131.0,131,121,0.0
56,110,23,27.0,27,30,0.0
56,72,30,27.0,27,13,0.0
56,86,12,36.0,36,31,0.0
56,70,23,30.0,30,36,0.0
56,29,16,10.0,10,7,0.0
56,89,28,7.0,7,11,0.0
56,92,10,99.0,99,113,0.0
56,100,7,139.0,139,124,0.0
56,34,6,42.0,42,50,0.0
56,11,23,61.0,61,53,0.0
57,58,0,56.0,56,53,0.0
57,77,18,24.0,24,21,0.0
57,107,17,0.0,0,1,0.0
57,101,1,50.0,50,55,0.0
57,2,12,42.0,42,47,0.0
57,70,17,0.0,0,0,0.0
57,13,25,47.0,47,53,0.0
57,17,3,49.0,49,65,0.0
57,18,3,75.0,75,66,0.0
57,75,19,17.0,17,13,0.0
57,74,6,62.0,62,52,0.0
57,68,9,219.0,219,219,0.0
57,106,16,47.0,47,40,0.0
57,73,17,0.0,0,0,0.0
57,78,30,5.0,5,6,0.0
57,35,24,69.0,69,47,0.0
57,38,6,197.0,197,181,0.0
57,55,29,6.0,6,6,0.0
57,11,13,148.0,148,161,0.0
57,22,22,87.0,87,86,0.0
57,42,24,136.0,136,173,0.0
57,108,15,64.0,64,52,0.0
57,117,19,21.0,21,23,0.0
57,15,11,77.0,77,79,0.0
57,57,30,74.0,74,71,0.0
57,60,6,204.0,204,210,0.0
57,41,29,9.0,9,10,0.0
57,14,20,252.0,252,275,0.0
57,102,20,227.0,227,216,0.0
57,20,22,106.0,106,122,0.0
58,51,13,178.0,178,159,0.0
58,27,13,31.0,31,29,0.0
58,84,14,36.0,36,38,0.0
58,57,29,8.0,8,6,0.0
58,91,10,126.0,126,117,0.0
58,89,23,57.0,57,42,0.0
58,66,27,79.0,79,88,0.0
58,48,21,209.0,209,189,0.0
58,83,17,0.0,0,1,0.0
58,26,13,29.0,29,37,0.0
58,37,4,42.0,42,56,0.0
58,118,0,28.0,28,30,0.0
58,107,30,31.0,31,33,0.0
58,18,31,0.0,0,0,0.0
58,13,18,171.0,171,162,0.0
58,54,3,84.0,84,61,0.0
58,103,15,41.0,41,54,0.0
58,33,4,10.0,10,13,0.0
58,46,13,165.0,165,177,0.0
58,9,17,0.0,0,1,0.0
58,58,23,45.0,45,47,0.0
58,65,27,66.0,66,77,0.0
58,53,22,179.0,179,164,0.0
58,69,0,70.0,70,60,0.0
58,86,18,108.0,108,133,0.0
58,24,21,82.0,82,94,0.0
58,12,7,212.0,212,207,0.0
58,85,7,62.0,62,57,0.0
58,38,19,44.0,44,65,0.0
58,81,14,22.0,22,20,0.0
59,59,3,46.0,46,43,0.0
59,94,19,41.0,41,55,0.0
59,68,19,39.0,39,47,0.0
59,41,30,74.0,74,92,0.0
59,42,11,53.0,53,66,0.0
59,114,2,43.0,43,52,0.0
59,89,5,87.0,87,96,0.0
59,82,16,10.0,10,14,0.0
59,97,0,47.0,47,40,0.0
59,15,3,51.0,51,66,0.0
59,112,21,80.0,80,93,0.0
59,32,27,16.0,16,13,0.0
59,37,30,44.0,44,49,0.0
59,43,5,86.0,86,103,0.0
59,50,23,66.0,66,66,0.0
59,21,25,46.0,46,48,0.0
59,28,18,28.0,28,21,0.0
59,40,6,193.0,193,243,0.0
59,53,7,181.0,181,232,0.0
59,110,8,107.0,107,109,0.0
59,76,0,21.0,21,14,0.0
59,29,15,10.0,10,13,0.0
59,3,13,188.0,188,203,0.0
59,8,1,112.0,112,127,0.0
59,11,22,145.0,145,140,0.0
59,9,27,89.0,89,104,0.0
59,79,2,19.0,19,14,0.0
59,17,10,220.0,220,189,0.0
59,51,31,1.0,1,1,0.0
59,115,7,66.0,66,89,0.0
60,6,31,0.0,1,1,0.2122615316995477
60,17,19,60.0,80,57,0.33618241253082387
60,91,25,55.0,71,46,0.29056071477600637
60,58,28,7.0,10,10,0.38345007398295033
60,118,13,61.0,82,57,0.3523301535408209
60,20,13,153.0,210,118,0.37192738358097677
60,38,22,81.0,97,87,0.19672461657959098
60,63,9,256.0,289,294,0.1289552318467881
60,3,15,127.0,164,115,0.2919553968930446
60,13,14,98.0,128,114,0.3078721559579476
60,89,12,37.0,51,40,0.38851405984394366
60,106,8,117.0,142,108,0.2108146321013719
60,50,3,69.0,88,63,0.2685817092721237
60,72,3,46.0,70,21,0.5260537256750855
60,42,24,136.0,182,173,0.33689270335559623
60,26,6,56.0,71,58,0.26755897217688074
60,113,21,84.0,114,86,0.35512725795477645
60,87,6,180.0,244,189,0.3530838870081857
60,51,30,85.0,99,79,0.16471740975866042
60,62,25,47.0,57,48,0.20995925901690235
60,2,14,128.0,174,129,0.36241034684170453
60,82,12,16.0,21,11,0.28629416222641096
60,95,30,32.0,44,43,0.3609802764950618
60,73,9,72.0,90,88,0.2461574103823003
60,108,18,101.0,129,97,0.2803179848909065
60,100,2,55.0,64,52,0.17120453521965925
60,109,17,0.0,1,1,0.3204912481350106
60,11,0,53.0,57,61,0.07720050016125618
60,21,1,115.0,139,111,0.21239045259783793
60,74,26,44.0,47,39,0.057629073114480234
61,83,21,84.0,84,89,0.0
61,21,19,55.0,55,44,0.0
61,4,31,1.0,1,1,0.0
61,12,7,212.0,212,207,0.0
61,72,24,32.0,32,19,0.0
61,52,19,100.0,100,95,0.0
61,9,4,73.0,73,92,0.0
61,5,14,125.0,125,138,0.0
61,47,24,124.0,124,137,0.0
61,10,26,120.0,120,105,0.0
61,78,29,0.0,0,1,0.0
61,101,14,85.0,85,70,0.0
61,64,13,113.0,113,132,0.0
61,23,1,112.0,112,91,0.0
61,105,18,98.0,98,102,0.0
61,67,21,173.0,173,156,0.0
61,75,0,17.0,17,16,0.0
61,39,11,44.0,44,57,0.0
61,62,27,64.0,64,75,0.0
61,110,18,70.0,70,91,0.0
61,115,20,167.0,167,139,0.0
61,24,8,100.0,100,93,0.0
61,42,1,98.0,98,108,0.0
61,26,12,9.0,9,11,0.0
61,14,28,14.0,14,12,0.0
61,99,23,35.0,35,40,0.0
61,84,24,63.0,63,59,0.0
61,58,16,43.0,43,58,0.0
61,3,31,0.0,0,1,0.0
61,56,9,340.0,340,292,0.0
62,40,23,95.0,95,77,0.0
62,24,20,142.0,142,148,0.0
62,92,30,46.0,46,45,0.0
62,45,17,0.0,0,1,0.0
62,37,13,75.0,75,92,0.0
62,101,21,109.0,109,107,0.0
62,19,19,33.0,33,49,0.0
62,71,3,35.0,35,57,0.0
62,114,12,20.0,20,26,0.0
62,16,0,57.0,57,57,0.0
62,80,3,5.0,5,8,0.0
62,57,16,51.0,51,69,0.0
62,75,10,54.0,54,34,0.0
62,102,0,53.0,53,38,0.0
62,89,28,7.0,7,11,0.0
62,10,8,214.0,214,185,0.0
62,97,13,111.0,111,117,0.0
62,105,30,45.0,45,37,0.0
62,109,23,33.0,33,33,0.0
62,74,20,74.0,74,75,0.0
62,14,12,40.0,40,53,0.0
62,50,2,102.0,102,99,0.0
62,22,8,130.0,130,129,0.0
62,103,14,70.0,70,63,0.0
62,38,19,44.0,44,65,0.0
62,58,4,65.0,65,59,0.0
62,43,2,90.0,90,99,0.0
62,81,10,18.0,18,23,0.0
62,7,8,254.0,254,259,0.0
62,53,25,71.0,71,76,0.0
63,109,26,57.0,57,69,0.0
63,61,30,58.0,58,54,0.0
63,72,9,109.0,109,63,0.0
63,52,28,10.0,10,14,0.0
63,66,16,49.0,49,61,0.0
63,119,16,2.0,2,20,0.0
63,20,1,101.0,101,113,0.0
63,38,1,59.0,59,52,0.0
63,40,10,173.0,173,175,0.0
63,78,2,9.0,9,17,0.0
63,117,4,46.0,46,48,0.0
63,87,4,66.0,66,49,0.0
63,71,4,43.0,43,63,0.0
63,6,31,0.0,0,1,0.0
63,50,16,102.0,102,95,0.0
63,91,31,0.0,0,1,0.0
63,5,27,71.0,71,106,0.0
63,76,19,6.0,6,12,0.0
63,89,5,87.0,87,96,0.0
63,116,29,2.0,2,2,0.0
63,80,27,17.0,17,11,0.0
63,107,20,174.0,174,180,0.0
63,112,12,31.0,31,30,0.0
63,32,17,0.0,0,0,0.0
63,10,16,71.0,71,71,0.0
63,3,1,133.0,133,127,0.0
63,51,18,191.0,191,213,0.0
63,98,5,70.0,70,79,0.0
63,85,6,95.0,95,97,0.0
63,68,15,60.0,60,66,0.0
64,108,8,122.0,122,98,0.0
64,93,4,41.0,41,57,0.0
64,109,16,26.0,26,44,0.0
64,41,18,183.0,183,205,0.0
64,99,27,72.0,72,50,0.0
64,89,26,83.0,83,81,0.0
64,74,4,18.0,18,24,0.0
64,33,10,24.0,24,29,0.0
64,13,10,203.0,203,207,0.0
64,30,10,18.0,18,17,0.0
64,112,26,56.0,56,67,0.0
64,12,31,0.0,0,1,0.0
64,37,1,49.0,49,57,0.0
64,113,25,19.0,19,29,0.0
64,61,31,1.0,1,1,0.0
64,25,6,92.0,92,80,0.0
64,116,1,64.0,64,49,0.0
64,45,15,115.0,115,107,0.0
64,20,29,8.0,8,8,0.0
64,10,18,137.0,137,145,0.0
64,92,15,86.0,86,59,0.0
64,48,24,143.0,143,133,0.0
64,52,29,3.0,3,8,0.0
64,65,19,44.0,44,46,0.0
64,36,28,8.0,8,6,0.0
64,42,26,143.0,143,131,0.0
64,101,31,0.0,0,2,0.0
64,79,4,11.0,11,8,0.0
64,14,0,64.0,64,58,0.0
64,111,17,1.0,1,1,0.0
65,103,6,163.0,163,138,0.0
65,16,2,86.0,86,80,0.0
65,51,6,367.0,367,311,0.0
65,85,26,75.0,75,59,0.0
65,106,5,67.0,67,58,0.0
65,39,17,1.0,1,1,0.0
65,26,2,31.0,31,41,0.0
65,1,6,303.0,303,306,0.0
65,60,16,83.0,83,68,0.0
65,74,31,0.0,0,0,0.0
65,20,18,129.0,129,143,0.0
65,23,0,59.0,59,52,0.0
65,99,23,35.0,35,40,0.0
65,41,31,1.0,1,1,0.0
65,91,11,42.0,42,57,0.0
65,52,10,209.0,209,204,0.0
65,50,20,352.0,352,375,0.0
65,63,0,52.0,52,56,0.0
65,47,10,221.0,221,197,0.0
65,57,2,97.0,97,87,0.0
65,27,3,27.0,27,16,0.0
65,4,12,46.0,46,54,0.0
65,54,18,193.0,193,179,0.0
65,35,17,0.0,0,1,0.0
65,62,18,132.0,132,152,0.0
65,68,24,81.0,81,90,0.0
65,58,28,7.0,7,10,0.0
65,77,28,3.0,3,3,0.0
65,15,26,110.0,110,112,0.0
65,71,25,17.0,17,33,0.0
66,94,16,63.0,80,52,0.2732742742568365
66,41,30,74.0,96,92,0.2933297786953926
66,89,22,121.0,154,96,0.2691104077544269
66,112,13,74.0,86,70,0.16176257213168535
66,13,21,152.0,210,157,0.3794784125410451
66,115,4,66.0,89,49,0.352081376922684
66,2,24,137.0,163,143,0.18645331025913775
66,7,10,211.0,306,235,0.4509978322013655
66,43,5,86.0,108,103,0.25578179433407583
66,32,25,6.0,7,6,0.24989087820086345
66,3,2,119.0,147,115,0.23160189086264737
66,16,30,49.0,68,53,0.38717102955662097
66,49,15,106.0,127,110,0.19498870075168256
66,26,3,17.0,22,22,0.32092277805346897
66,83,12,24.0,32,17,0.3199866389832064
66,113,22,72.0,99,74,0.37991751748057945
66,4,1,140.0,218,149,0.5597122416770922
66,61,17,0.0,0,1,0.16214757650214714
66,101,6,150.0,207,155,0.3820916857723005
66,69,24,98.0,129,80,0.3112438311303299
66,17,20,349.0,473,288,0.3562634663041672
66,92,19,53.0,63,60,0.1967236579180029
66,57,8,154.0,218,156,0.41434547546621664
66,76,0,21.0,30,14,0.4198500684318106
66,79,13,17.0,21,18,0.2300807232272315
66,111,17,1.0,1,1,0.15783983517795405
66,103,0,55.0,57,34,0.03108395165991501
66,107,24,61.0,91,70,0.4884756270661362
66,54,20,359.0,424,335,0.1802551957913944
66,46,8,240.0,279,245,0.16280831592297762
67,10,31,0.0,0,1,0.0
67,112,16,29.0,29,38,0.0
67,67,28,17.0,17,15,0.0
67,117,29,3.0,3,2,0.0
67,58,18,119.0,119,124,0.0
67,100,21,116.0,116,105,0.0
67,15,0,59.0,59,64,0.0
67,83,15,27.0,27,40,0.0
67,34,23,15.0,15,16,0.0
67,9,18,151.0,151,155,0.0
67,22,15,65.0,65,66,0.0
67,48,9,329.0,329,326,0.0
67,4,12,46.0,46,54,0.0
67,66,0,50.0,50,65,0.0
67,50,15,84.0,84,100,0.0
67,77,14,16.0,16,17,0.0
67,111,18,81.0,81,85,0.0
67,55,7,221.0,221,176,0.0
67,16,31,0.0,0,0,0.0
67,119,24,6.0,6,27,0.0
67,46,8,240.0,240,245,0.0
67,27,24,23.0,23,23,0.0
67,75,26,44.0,44,33,0.0
67,114,21,93.0,93,87,0.0
67,87,27,62.0,62,71,0.0
67,70,22,81.0,81,101,0.0
67,107,24,61.0,61,70,0.0
67,8,5,116.0,116,130,0.0
67,74,8,48.0,48,49,0.0
67,62,8,173.0,173,193,0.0
68,89,19,57.0,78,53,0.36343993648511086
68,18,16,60.0,79,66,0.31210210659775134
68,51,22,169.0,213,142,0.2628762906966579
68,64,22,136.0,202,116,0.48413647084916267
68,99,5,103.0,134,73,0.30447012318933475
68,111,28,10.0,12,7,0.15250085656433984
68,75,7,35.0,40,35,0.13398048853177896
68,52,30,72.0,101,80,0.40382885181436035
68,84,12,17.0,22,18,0.2687191700615915
68,85,5,51.0,61,39,0.2024862543044209
68,44,19,79.0,99,80,0.2588664684494105
68,2,22,138.0,182,148,0.3214933033249981
68,58,14,121.0,160,95,0.3209342775238723
68,96,23,46.0,52,46,0.14021652637711074
68,36,22,108.0,128,86,0.18330492332582782
68,7,5,133.0,172,131,0.292862590292851
68,57,21,175.0,232,141,0.32441610650959785
68,53,17,1.0,1,2,0.1179224483486791
68,45,8,259.0,355,230,0.37185794211651346
68,60,23,46.0,59,47,0.2881179519583954
68,4,30,76.0,98,94,0.28596102058389505
68,101,6,150.0,195,155,0.3012876080523434
68,100,19,50.0,65,44,0.3047454331889413
68,0,25,41.0,59,71,0.4478456785504811
68,110,17,0.0,1,1,0.3471681344265651
68,46,26,145.0,185,126,0.27360318543594286
68,76,8,34.0,48,36,0.40720298897634255
68,43,22,178.0,230,152,0.289915179831869
68,12,21,170.0,197,160,0.15871378246462073
68,31,17,0.0,1,0,0.5189166978117382
69,45,20,317.0,317,337,0.0
69,94,23,25.0,25,49,0.0
69,41,2,87.0,87,86,0.0
69,93,7,120.0,120,132,0.0
69,43,16,91.0,91,100,0.0
69,77,16,7.0,7,9,0.0
69,74,24,38.0,38,30,0.0
69,64,26,105.0,105,94,0.0
69,115,25,20.0,20,31,0.0
69,5,29,12.0,12,9,0.0
69,17,24,65.0,65,97,0.0
69,87,3,39.0,39,31,0.0
69,116,22,54.0,54,63,0.0
69,68,1,95.0,95,103,0.0
69,40,30,100.0,100,84,0.0
69,108,3,34.0,34,31,0.0
69,11,16,66.0,66,75,0.0
69,71,11,34.0,34,43,0.0
69,90,29,4.0,4,4,0.0
69,42,8,245.0,245,241,0.0
69,25,0,24.0,24,28,0.0
69,81,21,35.0,35,31,0.0
69,72,8,78.0,78,43,0.0
69,12,0,44.0,44,56,0.0
69,32,5,16.0,16,12,0.0
69,24,21,82.0,82,94,0.0
69,20,3,63.0,63,63,0.0
69,92,11,52.0,52,50,0.0
69,26,12,9.0,9,11,0.0
69,1,7,241.0,241,247,0.0
70,34,12,16.0,16,13,0.0
70,14,5,99.0,99,105,0.0
70,8,13,166.0,166,183,0.0
70,117,21,90.0,90,76,0.0
70,62,11,81.0,81,89,0.0
70,92,12,28.0,28,33,0.0
70,67,17,1.0,1,0,0.0
70,74,6,62.0,62,52,0.0
70,84,24,63.0,63,59,0.0
70,96,23,46.0,46,46,0.0
70,112,26,56.0,56,67,0.0
70,63,8,148.0,148,186,0.0
70,79,26,19.0,19,15,0.0
70,25,15,37.0,37,36,0.0
70,110,18,70.0,70,91,0.0
70,114,0,33.0,33,34,0.0
70,18,8,122.0,122,127,0.0
70,86,15,46.0,46,58,0.0
70,82,18,42.0,42,34,0.0
70,53,10,203.0,203,206,0.0
70,68,0,52.0,52,62,0.0
70,35,4,20.0,20,18,0.0
70,42,7,230.0,230,231,0.0
70,13,15,111.0,111,98,0.0
70,2,7,237.0,237,268,0.0
70,106,15,45.0,45,58,0.0
70,31,26,16.0,16,16,0.0
70,22,9,210.0,210,206,0.0
70,75,23,13.0,13,15,0.0
70,49,23,80.0,80,67,0.0
71,64,15,66.0,66,81,0.0
71,101,1,50.0,50,55,0.0
71,76,24,30.0,30,21,0.0
71,60,24,100.0,100,111,0.0
71,6,29,7.0,7,8,0.0
71,80,24,11.0,11,12,0.0
71,39,5,85.0,85,76,0.0
71,115,2,68.0,68,59,0.0
71,104,11,57.0,57,52,0.0
71,26,3,17.0,17,22,0.0
71,62,23,53.0,53,48,0.0
71,11,8,186.0,186,212,0.0
71,91,31,0.0,0,1,0.0
71,54,30,73.0,73,64,0.0
71,19,0,61.0,61,70,0.0
71,32,9,32.0,32,32,0.0
71,107,19,20.0,20,38,0.0
71,48,23,63.0,63,63,0.0
71,43,22,178.0,178,152,0.0
71,96,11,54.0,54,55,0.0
71,69,17,0.0,0,0,0.0
71,49,20,318.0,318,408,0.0
71,71,1,64.0,64,85,0.0
71,103,15,41.0,41,54,0.0
71,30,25,7.0,7,6,0.0
71,37,18,101.0,101,124,0.0
71,79,15,8.0,8,14,0.0
71,7,23,68.0,68,74,0.0
71,5,24,169.0,169,161,0.0
71,27,2,42.0,42,27,0.0
72,64,12,27.0,35,41,0.2878336632027118
72,112,3,31.0,40,31,0.29451207260861345
72,31,18,16.0,19,15,0.18861876946448092
72,95,25,39.0,59,45,0.5145894454215953
72,48,24,143.0,202,133,0.4107750777287634
72,62,20,271.0,363,228,0.3392670180233357
72,119,31,0.0,1,0,0.33900200796568636
72,55,29,6.0,8,6,0.35197153593796604
72,34,0,16.0,21,13,0.34171911655031406
72,41,19,77.0,96,78,0.2506004963587033
72,114,6,129.0,163,108,0.2652333681592327
72,35,3,16.0,21,16,0.34147818200875163
72,52,17,0.0,1,2,0.3420609023243849
72,93,0,40.0,53,41,0.317197195436465
72,113,14,58.0,82,48,0.4215734178621333
72,105,8,99.0,126,118,0.2759145485400596
72,15,0,59.0,76,64,0.2800712394812648
72,88,24,90.0,110,89,0.2274743828630459
72,89,1,56.0,62,60,0.1044211189077962
72,69,3,60.0,79,65,0.31958833019082494
72,107,26,57.0,67,74,0.17011353238588067
72,78,12,5.0,6,7,0.22112428414944582
72,90,20,214.0,290,250,0.35330155195614826
72,37,6,127.0,159,172,0.24950574623980745
72,20,14,80.0,113,94,0.41672480181776633
72,18,28,18.0,27,17,0.5095537174118486
72,32,7,20.0,20,14,0.014133886867594037
72,27,12,8.0,10,8,0.30682394281004555
72,8,13,166.0,229,183,0.38037677267007
72,77,5,21.0,26,19,0.2519072982632889
73,60,4,44.0,44,60,0.0
73,83,27,34.0,34,33,0.0
73,15,18,152.0,152,161,0.0
73,2,29,8.0,8,8,0.0
73,50,28,18.0,18,12,0.0
73,16,31,0.0,0,0,0.0
73,0,9,338.0,338,360,0.0
73,64,0,52.0,52,55,0.0
73,41,16,93.0,93,86,0.0
73,115,20,167.0,167,139,0.0
73,67,29,5.0,5,5,0.0
73,36,27,33.0,33,41,0.0
73,22,0,63.0,63,65,0.0
73,98,21,107.0,107,106,0.0
73,52,24,190.0,190,159,0.0
73,99,2,52.0,52,52,0.0
73,57,22,150.0,150,135,0.0
73,89,31,0.0,0,1,0.0
73,100,29,0.0,0,4,0.0
73,77,19,11.0,11,9,0.0
73,33,13,17.0,17,21,0.0
73,38,29,8.0,8,7,0.0
73,3,3,65.0,65,81,0.0
73,18,27,85.0,85,90,0.0
73,53,17,1.0,1,2,0.0
73,92,15,86.0,86,59,0.0
73,111,0,28.0,28,33,0.0
73,10,13,172.0,172,151,0.0
73,103,21,95.0,95,92,0.0
73,61,15,92.0,92,98,0.0
74,73,15,26.0,26,38,0.0
74,92,26,78.0,78,83,0.0
74,16,31,0.0,0,0,0.0
74,58,1,76.0,76,78,0.0
74,28,18,28.0,28,21,0.0
74,89,9,226.0,226,238,0.0
74,90,17,1.0,1,1,0.0
74,75,18,35.0,35,32,0.0
74,29,24,16.0,16,10,0.0
74,65,8,115.0,115,133,0.0
74,93,30,32.0,32,48,0.0
74,97,28,9.0,9,9,0.0
74,1,19,100.0,100,91,0.0
74,105,20,154.0,154,179,0.0
74,3,31,0.0,0,1,0.0
74,4,25,83.0,83,67,0.0
74,38,5,65.0,65,64,0.0
74,47,6,305.0,305,274,0.0
74,0,20,426.0,426,393,0.0
74,110,21,99.0,99,106,0.0
74,8,0,69.0,69,81,0.0
74,94,11,59.0,59,55,0.0
74,99,10,116.0,116,114,0.0
74,103,12,33.0,33,36,0.0
74,57,13,140.0,140,128,0.0
74,27,0,24.0,24,16,0.0
74,78,17,0.0,0,0,0.0
74,40,23,95.0,95,77,0.0
74,9,29,7.0,7,6,0.0
74,95,4,51.0,51,62,0.0
75,24,31,0.0,0,0,0.0
75,72,25,19.0,19,11,0.0
75,84,24,63.0,63,59,0.0
75,16,3,62.0,62,58,0.0
75,99,5,103.0,103,73,0.0
75,61,29,6.0,6,5,0.0
75,83,14,32.0,32,42,0.0
75,10,26,120.0,120,105,0.0
75,100,3,36.0,36,33,0.0
75,111,16,33.0,33,40,0.0
75,28,26,29.0,29,21,0.0
75,114,1,44.0,44,52,0.0
75,39,27,74.0,74,83,0.0
75,9,17,0.0,0,1,0.0
75,25,15,37.0,37,36,0.0
75,118,11,55.0,55,32,0.0
75,22,26,117.0,117,110,0.0
75,38,19,44.0,44,65,0.0
75,93,1,49.0,49,61,0.0
75,85,25,38.0,38,31,0.0
75,115,22,58.0,58,68,0.0
75,15,28,18.0,18,12,0.0
75,79,5,12.0,12,14,0.0
